file,emotion,emotional intensity
speech/actor_14/03-01-07-01-01-02-14.wav,disgust,normal
speech/actor_14/03-01-03-01-02-02-14.wav,happiness,normal
speech/actor_14/03-01-01-01-01-01-14.wav,neutral,normal
speech/actor_14/03-01-01-01-02-02-14.wav,neutral,normal
speech/actor_14/03-01-03-01-02-01-14.wav,happiness,normal
speech/actor_14/03-01-07-02-02-01-14.wav,disgust,strong
speech/actor_14/03-01-06-01-01-01-14.wav,fear,normal
speech/actor_14/03-01-06-01-02-01-14.wav,fear,normal
speech/actor_14/03-01-02-01-02-01-14.wav,calm,normal
speech/actor_14/03-01-04-01-01-01-14.wav,sadness,normal
speech/actor_14/03-01-07-02-02-02-14.wav,disgust,strong
speech/actor_14/03-01-05-01-01-01-14.wav,anger,normal
speech/actor_14/03-01-05-02-02-01-14.wav,anger,strong
speech/actor_14/03-01-05-01-02-01-14.wav,anger,normal
speech/actor_14/03-01-03-01-01-01-14.wav,happiness,normal
speech/actor_14/03-01-08-01-02-01-14.wav,surprise,normal
speech/actor_14/03-01-08-01-02-02-14.wav,surprise,normal
speech/actor_14/03-01-02-02-02-01-14.wav,calm,strong
speech/actor_14/03-01-02-02-01-02-14.wav,calm,strong
speech/actor_14/03-01-06-01-02-02-14.wav,fear,normal
speech/actor_14/03-01-03-02-02-02-14.wav,happiness,strong
speech/actor_14/03-01-05-01-01-02-14.wav,anger,normal
speech/actor_14/03-01-07-02-01-02-14.wav,disgust,strong
speech/actor_14/03-01-04-02-01-02-14.wav,sadness,strong
speech/actor_14/03-01-04-01-01-02-14.wav,sadness,normal
speech/actor_14/03-01-05-02-02-02-14.wav,anger,strong
speech/actor_14/03-01-06-02-02-01-14.wav,fear,strong
speech/actor_14/03-01-05-02-01-01-14.wav,anger,strong
speech/actor_14/03-01-03-01-01-02-14.wav,happiness,normal
speech/actor_14/03-01-03-02-02-01-14.wav,happiness,strong
speech/actor_14/03-01-07-01-02-02-14.wav,disgust,normal
speech/actor_14/03-01-02-01-01-02-14.wav,calm,normal
speech/actor_14/03-01-05-01-02-02-14.wav,anger,normal
speech/actor_14/03-01-02-01-02-02-14.wav,calm,normal
speech/actor_14/03-01-08-02-01-02-14.wav,surprise,strong
speech/actor_14/03-01-01-01-01-02-14.wav,neutral,normal
speech/actor_14/03-01-03-02-01-01-14.wav,happiness,strong
speech/actor_14/03-01-08-02-02-01-14.wav,surprise,strong
speech/actor_18/03-01-04-01-02-02-18.wav,sadness,normal
speech/actor_18/03-01-04-02-02-02-18.wav,sadness,strong
speech/actor_18/03-01-02-02-01-02-18.wav,calm,strong
speech/actor_18/03-01-01-01-01-01-18.wav,neutral,normal
speech/actor_18/03-01-02-01-02-01-18.wav,calm,normal
speech/actor_18/03-01-07-01-01-01-18.wav,disgust,normal
speech/actor_18/03-01-08-01-01-02-18.wav,surprise,normal
speech/actor_18/03-01-07-01-02-02-18.wav,disgust,normal
speech/actor_18/03-01-06-01-02-02-18.wav,fear,normal
speech/actor_18/03-01-02-01-01-01-18.wav,calm,normal
speech/actor_18/03-01-06-02-01-02-18.wav,fear,strong
speech/actor_18/03-01-08-02-01-02-18.wav,surprise,strong
speech/actor_18/03-01-03-01-02-02-18.wav,happiness,normal
speech/actor_18/03-01-06-02-02-02-18.wav,fear,strong
speech/actor_18/03-01-02-02-02-01-18.wav,calm,strong
speech/actor_18/03-01-08-01-02-01-18.wav,surprise,normal
speech/actor_18/03-01-04-02-02-01-18.wav,sadness,strong
speech/actor_18/03-01-08-02-02-01-18.wav,surprise,strong
speech/actor_18/03-01-07-02-02-02-18.wav,disgust,strong
speech/actor_18/03-01-03-02-02-01-18.wav,happiness,strong
speech/actor_18/03-01-03-01-02-01-18.wav,happiness,normal
speech/actor_18/03-01-05-02-02-02-18.wav,anger,strong
speech/actor_18/03-01-02-02-01-01-18.wav,calm,strong
speech/actor_18/03-01-05-01-01-02-18.wav,anger,normal
speech/actor_18/03-01-04-01-02-01-18.wav,sadness,normal
speech/actor_18/03-01-07-01-02-01-18.wav,disgust,normal
speech/actor_18/03-01-02-02-02-02-18.wav,calm,strong
speech/actor_18/03-01-06-01-01-02-18.wav,fear,normal
speech/actor_18/03-01-07-02-01-01-18.wav,disgust,strong
speech/actor_18/03-01-04-01-01-01-18.wav,sadness,normal
speech/actor_18/03-01-07-02-01-02-18.wav,disgust,strong
speech/actor_18/03-01-06-02-01-01-18.wav,fear,strong
speech/actor_18/03-01-01-01-02-01-18.wav,neutral,normal
speech/actor_18/03-01-06-02-02-01-18.wav,fear,strong
speech/actor_18/03-01-03-01-01-02-18.wav,happiness,normal
speech/actor_18/03-01-08-02-02-02-18.wav,surprise,strong
speech/actor_18/03-01-05-01-01-01-18.wav,anger,normal
speech/actor_18/03-01-03-02-02-02-18.wav,happiness,strong
speech/actor_18/03-01-02-01-02-02-18.wav,calm,normal
speech/actor_18/03-01-06-01-02-01-18.wav,fear,normal
speech/actor_18/03-01-04-01-01-02-18.wav,sadness,normal
speech/actor_18/03-01-02-01-01-02-18.wav,calm,normal
speech/actor_18/03-01-03-02-01-01-18.wav,happiness,strong
speech/actor_18/03-01-04-02-01-02-18.wav,sadness,strong
speech/actor_18/03-01-08-02-01-01-18.wav,surprise,strong
speech/actor_18/03-01-01-01-01-02-18.wav,neutral,normal
speech/actor_18/03-01-05-02-01-02-18.wav,anger,strong
speech/actor_18/03-01-05-01-02-01-18.wav,anger,normal
speech/actor_18/03-01-07-01-01-02-18.wav,disgust,normal
speech/actor_18/03-01-03-01-01-01-18.wav,happiness,normal
speech/actor_18/03-01-04-02-01-01-18.wav,sadness,strong
speech/actor_18/03-01-05-02-01-01-18.wav,anger,strong
speech/actor_18/03-01-05-02-02-01-18.wav,anger,strong
speech/actor_18/03-01-01-01-02-02-18.wav,neutral,normal
speech/actor_18/03-01-08-01-01-01-18.wav,surprise,normal
speech/actor_18/03-01-05-01-02-02-18.wav,anger,normal
speech/actor_18/03-01-06-01-01-01-18.wav,fear,normal
speech/actor_18/03-01-08-01-02-02-18.wav,surprise,normal
speech/actor_18/03-01-07-02-02-01-18.wav,disgust,strong
speech/actor_18/03-01-03-02-01-02-18.wav,happiness,strong
speech/actor_10/03-01-06-02-01-02-10.wav,fear,strong
speech/actor_10/03-01-07-01-01-02-10.wav,disgust,normal
speech/actor_10/03-01-01-01-01-02-10.wav,neutral,normal
speech/actor_10/03-01-02-02-01-01-10.wav,calm,strong
speech/actor_10/03-01-08-02-01-01-10.wav,surprise,strong
speech/actor_10/03-01-02-01-02-02-10.wav,calm,normal
speech/actor_10/03-01-06-01-02-02-10.wav,fear,normal
speech/actor_10/03-01-07-02-02-01-10.wav,disgust,strong
speech/actor_10/03-01-08-01-02-02-10.wav,surprise,normal
speech/actor_10/03-01-03-02-01-01-10.wav,happiness,strong
speech/actor_10/03-01-05-01-01-01-10.wav,anger,normal
speech/actor_10/03-01-08-01-02-01-10.wav,surprise,normal
speech/actor_10/03-01-02-02-01-02-10.wav,calm,strong
speech/actor_10/03-01-07-02-01-02-10.wav,disgust,strong
speech/actor_10/03-01-02-01-02-01-10.wav,calm,normal
speech/actor_10/03-01-03-01-01-01-10.wav,happiness,normal
speech/actor_10/03-01-07-01-01-01-10.wav,disgust,normal
speech/actor_10/03-01-06-02-02-02-10.wav,fear,strong
speech/actor_10/03-01-06-02-01-01-10.wav,fear,strong
speech/actor_10/03-01-06-01-01-01-10.wav,fear,normal
speech/actor_10/03-01-01-01-02-01-10.wav,neutral,normal
speech/actor_10/03-01-02-02-02-01-10.wav,calm,strong
speech/actor_10/03-01-06-01-02-01-10.wav,fear,normal
speech/actor_10/03-01-01-01-01-01-10.wav,neutral,normal
speech/actor_10/03-01-03-02-02-01-10.wav,happiness,strong
speech/actor_10/03-01-07-02-01-01-10.wav,disgust,strong
speech/actor_10/03-01-08-01-01-01-10.wav,surprise,normal
speech/actor_10/03-01-06-01-01-02-10.wav,fear,normal
speech/actor_10/03-01-04-01-02-01-10.wav,sadness,normal
speech/actor_10/03-01-05-02-01-01-10.wav,anger,strong
speech/actor_10/03-01-02-01-01-02-10.wav,calm,normal
speech/actor_10/03-01-04-02-01-01-10.wav,sadness,strong
speech/actor_10/03-01-04-01-02-02-10.wav,sadness,normal
speech/actor_10/03-01-01-01-02-02-10.wav,neutral,normal
speech/actor_10/03-01-04-02-01-02-10.wav,sadness,strong
speech/actor_10/03-01-08-01-01-02-10.wav,surprise,normal
speech/actor_10/03-01-03-01-02-01-10.wav,happiness,normal
speech/actor_10/03-01-05-02-02-01-10.wav,anger,strong
speech/actor_10/03-01-05-01-02-02-10.wav,anger,normal
speech/actor_10/03-01-02-01-01-01-10.wav,calm,normal
speech/actor_10/03-01-05-01-01-02-10.wav,anger,normal
speech/actor_10/03-01-05-02-01-02-10.wav,anger,strong
speech/actor_10/03-01-03-02-01-02-10.wav,happiness,strong
speech/actor_10/03-01-05-02-02-02-10.wav,anger,strong
speech/actor_10/03-01-07-02-02-02-10.wav,disgust,strong
speech/actor_10/03-01-04-01-01-02-10.wav,sadness,normal
speech/actor_10/03-01-05-01-02-01-10.wav,anger,normal
speech/actor_10/03-01-07-01-02-02-10.wav,disgust,normal
speech/actor_10/03-01-04-01-01-01-10.wav,sadness,normal
speech/actor_10/03-01-08-02-02-01-10.wav,surprise,strong
speech/actor_10/03-01-07-01-02-01-10.wav,disgust,normal
speech/actor_10/03-01-08-02-02-02-10.wav,surprise,strong
speech/actor_10/03-01-03-02-02-02-10.wav,happiness,strong
speech/actor_10/03-01-02-02-02-02-10.wav,calm,strong
speech/actor_10/03-01-04-02-02-01-10.wav,sadness,strong
speech/actor_10/03-01-06-02-02-01-10.wav,fear,strong
speech/actor_10/03-01-04-02-02-02-10.wav,sadness,strong
speech/actor_10/03-01-08-02-01-02-10.wav,surprise,strong
speech/actor_10/03-01-03-01-01-02-10.wav,happiness,normal
speech/actor_10/03-01-03-01-02-02-10.wav,happiness,normal
speech/actor_05/03-01-05-02-02-01-05.wav,anger,strong
speech/actor_05/03-01-04-01-02-01-05.wav,sadness,normal
speech/actor_05/03-01-08-01-01-02-05.wav,surprise,normal
speech/actor_05/03-01-06-01-01-02-05.wav,fear,normal
speech/actor_05/03-01-04-01-02-02-05.wav,sadness,normal
speech/actor_05/03-01-01-01-01-01-05.wav,neutral,normal
speech/actor_05/03-01-03-02-02-02-05.wav,happiness,strong
speech/actor_05/03-01-04-01-01-01-05.wav,sadness,normal
speech/actor_05/03-01-05-01-02-02-05.wav,anger,normal
speech/actor_05/03-01-06-02-01-02-05.wav,fear,strong
speech/actor_05/03-01-04-02-02-02-05.wav,sadness,strong
speech/actor_05/03-01-07-02-01-02-05.wav,disgust,strong
speech/actor_05/03-01-02-01-02-02-05.wav,calm,normal
speech/actor_05/03-01-06-01-02-01-05.wav,fear,normal
speech/actor_05/03-01-04-02-02-01-05.wav,sadness,strong
speech/actor_05/03-01-02-02-02-01-05.wav,calm,strong
speech/actor_05/03-01-08-01-01-01-05.wav,surprise,normal
speech/actor_05/03-01-07-02-01-01-05.wav,disgust,strong
speech/actor_05/03-01-03-02-01-01-05.wav,happiness,strong
speech/actor_05/03-01-04-02-01-02-05.wav,sadness,strong
speech/actor_05/03-01-04-02-01-01-05.wav,sadness,strong
speech/actor_05/03-01-01-01-02-02-05.wav,neutral,normal
speech/actor_05/03-01-07-01-02-02-05.wav,disgust,normal
speech/actor_05/03-01-06-02-01-01-05.wav,fear,strong
speech/actor_05/03-01-08-02-01-01-05.wav,surprise,strong
speech/actor_05/03-01-08-02-02-01-05.wav,surprise,strong
speech/actor_05/03-01-05-01-01-01-05.wav,anger,normal
speech/actor_05/03-01-08-01-02-02-05.wav,surprise,normal
speech/actor_05/03-01-04-01-01-02-05.wav,sadness,normal
speech/actor_05/03-01-03-02-01-02-05.wav,happiness,strong
speech/actor_05/03-01-01-01-01-02-05.wav,neutral,normal
speech/actor_05/03-01-02-01-02-01-05.wav,calm,normal
speech/actor_05/03-01-02-01-01-01-05.wav,calm,normal
speech/actor_05/03-01-03-01-02-01-05.wav,happiness,normal
speech/actor_05/03-01-02-01-01-02-05.wav,calm,normal
speech/actor_05/03-01-06-01-02-02-05.wav,fear,normal
speech/actor_05/03-01-03-02-02-01-05.wav,happiness,strong
speech/actor_05/03-01-02-02-01-02-05.wav,calm,strong
speech/actor_05/03-01-02-02-01-01-05.wav,calm,strong
speech/actor_05/03-01-06-02-02-01-05.wav,fear,strong
speech/actor_05/03-01-05-02-01-02-05.wav,anger,strong
speech/actor_05/03-01-07-01-01-02-05.wav,disgust,normal
speech/actor_05/03-01-05-01-01-02-05.wav,anger,normal
speech/actor_05/03-01-07-02-02-02-05.wav,disgust,strong
speech/actor_05/03-01-05-02-02-02-05.wav,anger,strong
speech/actor_05/03-01-08-01-02-01-05.wav,surprise,normal
speech/actor_05/03-01-06-02-02-02-05.wav,fear,strong
speech/actor_05/03-01-03-01-01-02-05.wav,happiness,normal
speech/actor_05/03-01-08-02-01-02-05.wav,surprise,strong
speech/actor_05/03-01-05-02-01-01-05.wav,anger,strong
speech/actor_05/03-01-06-01-01-01-05.wav,fear,normal
speech/actor_05/03-01-03-01-01-01-05.wav,happiness,normal
speech/actor_05/03-01-07-02-02-01-05.wav,disgust,strong
speech/actor_05/03-01-08-02-02-02-05.wav,surprise,strong
speech/actor_05/03-01-07-01-02-01-05.wav,disgust,normal
speech/actor_05/03-01-07-01-01-01-05.wav,disgust,normal
speech/actor_05/03-01-03-01-02-02-05.wav,happiness,normal
speech/actor_05/03-01-01-01-02-01-05.wav,neutral,normal
speech/actor_05/03-01-05-01-02-01-05.wav,anger,normal
speech/actor_05/03-01-02-02-02-02-05.wav,calm,strong
speech/actor_11/03-01-05-01-01-01-11.wav,anger,normal
speech/actor_11/03-01-07-02-01-02-11.wav,disgust,strong
speech/actor_11/03-01-04-02-01-02-11.wav,sadness,strong
speech/actor_11/03-01-05-02-02-02-11.wav,anger,strong
speech/actor_11/03-01-02-01-01-02-11.wav,calm,normal
speech/actor_11/03-01-08-02-02-02-11.wav,surprise,strong
speech/actor_11/03-01-07-02-01-01-11.wav,disgust,strong
speech/actor_11/03-01-02-02-02-02-11.wav,calm,strong
speech/actor_11/03-01-03-02-01-02-11.wav,happiness,strong
speech/actor_11/03-01-03-02-02-01-11.wav,happiness,strong
speech/actor_11/03-01-02-01-01-01-11.wav,calm,normal
speech/actor_11/03-01-04-01-02-02-11.wav,sadness,normal
speech/actor_11/03-01-05-02-01-02-11.wav,anger,strong
speech/actor_11/03-01-07-02-02-02-11.wav,disgust,strong
speech/actor_11/03-01-06-01-01-02-11.wav,fear,normal
speech/actor_11/03-01-04-02-02-02-11.wav,sadness,strong
speech/actor_11/03-01-04-01-02-01-11.wav,sadness,normal
speech/actor_11/03-01-01-01-01-01-11.wav,neutral,normal
speech/actor_11/03-01-07-01-02-01-11.wav,disgust,normal
speech/actor_11/03-01-06-01-02-01-11.wav,fear,normal
speech/actor_11/03-01-07-01-02-02-11.wav,disgust,normal
speech/actor_11/03-01-01-01-02-01-11.wav,neutral,normal
speech/actor_11/03-01-06-02-01-02-11.wav,fear,strong
speech/actor_11/03-01-03-01-01-02-11.wav,happiness,normal
speech/actor_11/03-01-02-02-01-02-11.wav,calm,strong
speech/actor_11/03-01-08-02-01-02-11.wav,surprise,strong
speech/actor_11/03-01-06-02-02-02-11.wav,fear,strong
speech/actor_11/03-01-04-02-01-01-11.wav,sadness,strong
speech/actor_11/03-01-07-02-02-01-11.wav,disgust,strong
speech/actor_11/03-01-03-01-02-01-11.wav,happiness,normal
speech/actor_11/03-01-05-01-02-01-11.wav,anger,normal
speech/actor_11/03-01-05-01-01-02-11.wav,anger,normal
speech/actor_11/03-01-08-01-01-02-11.wav,surprise,normal
speech/actor_11/03-01-05-02-02-01-11.wav,anger,strong
speech/actor_11/03-01-05-02-01-01-11.wav,anger,strong
speech/actor_11/03-01-06-02-02-01-11.wav,fear,strong
speech/actor_11/03-01-06-02-01-01-11.wav,fear,strong
speech/actor_11/03-01-08-02-02-01-11.wav,surprise,strong
speech/actor_11/03-01-05-01-02-02-11.wav,anger,normal
speech/actor_11/03-01-07-01-01-02-11.wav,disgust,normal
speech/actor_11/03-01-02-02-02-01-11.wav,calm,strong
speech/actor_11/03-01-03-02-02-02-11.wav,happiness,strong
speech/actor_11/03-01-07-01-01-01-11.wav,disgust,normal
speech/actor_11/03-01-08-01-02-01-11.wav,surprise,normal
speech/actor_11/03-01-03-02-01-01-11.wav,happiness,strong
speech/actor_11/03-01-02-02-01-01-11.wav,calm,strong
speech/actor_11/03-01-03-01-02-02-11.wav,happiness,normal
speech/actor_11/03-01-02-01-02-01-11.wav,calm,normal
speech/actor_11/03-01-04-01-01-01-11.wav,sadness,normal
speech/actor_11/03-01-08-01-02-02-11.wav,surprise,normal
speech/actor_11/03-01-01-01-02-02-11.wav,neutral,normal
speech/actor_11/03-01-06-01-02-02-11.wav,fear,normal
speech/actor_11/03-01-08-01-01-01-11.wav,surprise,normal
speech/actor_11/03-01-02-01-02-02-11.wav,calm,normal
speech/actor_11/03-01-04-02-02-01-11.wav,sadness,strong
speech/actor_11/03-01-06-01-01-01-11.wav,fear,normal
speech/actor_11/03-01-04-01-01-02-11.wav,sadness,normal
speech/actor_11/03-01-03-01-01-01-11.wav,happiness,normal
speech/actor_11/03-01-08-02-01-01-11.wav,surprise,strong
speech/actor_11/03-01-01-01-01-02-11.wav,neutral,normal
speech/actor_03/03-01-07-02-01-02-03.wav,disgust,strong
speech/actor_03/03-01-01-01-01-01-03.wav,neutral,normal
speech/actor_03/03-01-06-02-01-01-03.wav,fear,strong
speech/actor_03/03-01-08-02-02-01-03.wav,surprise,strong
speech/actor_03/03-01-02-02-01-01-03.wav,calm,strong
speech/actor_03/03-01-05-01-01-01-03.wav,anger,normal
speech/actor_03/03-01-04-02-01-02-03.wav,sadness,strong
speech/actor_03/03-01-01-01-02-01-03.wav,neutral,normal
speech/actor_03/03-01-07-01-01-02-03.wav,disgust,normal
speech/actor_03/03-01-06-01-02-02-03.wav,fear,normal
speech/actor_03/03-01-02-02-01-02-03.wav,calm,strong
speech/actor_03/03-01-05-01-02-01-03.wav,anger,normal
speech/actor_03/03-01-03-02-02-02-03.wav,happiness,strong
speech/actor_03/03-01-03-02-01-02-03.wav,happiness,strong
speech/actor_03/03-01-08-01-01-02-03.wav,surprise,normal
speech/actor_03/03-01-05-02-01-01-03.wav,anger,strong
speech/actor_03/03-01-08-02-01-02-03.wav,surprise,strong
speech/actor_03/03-01-03-01-02-02-03.wav,happiness,normal
speech/actor_03/03-01-02-01-02-02-03.wav,calm,normal
speech/actor_03/03-01-01-01-02-02-03.wav,neutral,normal
speech/actor_03/03-01-07-01-02-02-03.wav,disgust,normal
speech/actor_03/03-01-03-02-02-01-03.wav,happiness,strong
speech/actor_03/03-01-08-02-02-02-03.wav,surprise,strong
speech/actor_03/03-01-03-01-02-01-03.wav,happiness,normal
speech/actor_03/03-01-06-01-01-02-03.wav,fear,normal
speech/actor_03/03-01-05-02-02-02-03.wav,anger,strong
speech/actor_03/03-01-06-01-02-01-03.wav,fear,normal
speech/actor_03/03-01-06-02-02-01-03.wav,fear,strong
speech/actor_03/03-01-07-02-02-02-03.wav,disgust,strong
speech/actor_03/03-01-08-01-02-02-03.wav,surprise,normal
speech/actor_03/03-01-05-01-02-02-03.wav,anger,normal
speech/actor_03/03-01-04-01-01-01-03.wav,sadness,normal
speech/actor_03/03-01-08-01-01-01-03.wav,surprise,normal
speech/actor_03/03-01-04-02-01-01-03.wav,sadness,strong
speech/actor_03/03-01-04-02-02-02-03.wav,sadness,strong
speech/actor_03/03-01-01-01-01-02-03.wav,neutral,normal
speech/actor_03/03-01-02-02-02-01-03.wav,calm,strong
speech/actor_03/03-01-05-01-01-02-03.wav,anger,normal
speech/actor_03/03-01-06-02-02-02-03.wav,fear,strong
speech/actor_03/03-01-03-02-01-01-03.wav,happiness,strong
speech/actor_03/03-01-08-02-01-01-03.wav,surprise,strong
speech/actor_03/03-01-07-01-02-01-03.wav,disgust,normal
speech/actor_03/03-01-02-01-01-02-03.wav,calm,normal
speech/actor_03/03-01-05-02-02-01-03.wav,anger,strong
speech/actor_03/03-01-08-01-02-01-03.wav,surprise,normal
speech/actor_03/03-01-04-01-01-02-03.wav,sadness,normal
speech/actor_03/03-01-02-01-01-01-03.wav,calm,normal
speech/actor_03/03-01-02-02-02-02-03.wav,calm,strong
speech/actor_03/03-01-07-01-01-01-03.wav,disgust,normal
speech/actor_03/03-01-07-02-01-01-03.wav,disgust,strong
speech/actor_03/03-01-04-01-02-02-03.wav,sadness,normal
speech/actor_03/03-01-07-02-02-01-03.wav,disgust,strong
speech/actor_03/03-01-06-02-01-02-03.wav,fear,strong
speech/actor_03/03-01-05-02-01-02-03.wav,anger,strong
speech/actor_03/03-01-03-01-01-01-03.wav,happiness,normal
speech/actor_03/03-01-04-01-02-01-03.wav,sadness,normal
speech/actor_03/03-01-02-01-02-01-03.wav,calm,normal
speech/actor_03/03-01-04-02-02-01-03.wav,sadness,strong
speech/actor_03/03-01-03-01-01-02-03.wav,happiness,normal
speech/actor_03/03-01-06-01-01-01-03.wav,fear,normal
speech/actor_12/03-01-04-02-02-01-12.wav,sadness,strong
speech/actor_12/03-01-06-01-02-02-12.wav,fear,normal
speech/actor_12/03-01-04-01-01-02-12.wav,sadness,normal
speech/actor_12/03-01-08-02-02-02-12.wav,surprise,strong
speech/actor_12/03-01-03-02-02-01-12.wav,happiness,strong
speech/actor_12/03-01-05-02-01-01-12.wav,anger,strong
speech/actor_12/03-01-01-01-01-01-12.wav,neutral,normal
speech/actor_12/03-01-08-01-01-01-12.wav,surprise,normal
speech/actor_12/03-01-07-01-01-02-12.wav,disgust,normal
speech/actor_12/03-01-08-02-01-01-12.wav,surprise,strong
speech/actor_12/03-01-08-01-01-02-12.wav,surprise,normal
speech/actor_12/03-01-03-02-02-02-12.wav,happiness,strong
speech/actor_12/03-01-06-01-01-02-12.wav,fear,normal
speech/actor_12/03-01-05-01-01-02-12.wav,anger,normal
speech/actor_12/03-01-03-02-01-01-12.wav,happiness,strong
speech/actor_12/03-01-02-02-01-02-12.wav,calm,strong
speech/actor_12/03-01-08-02-02-01-12.wav,surprise,strong
speech/actor_12/03-01-04-01-02-02-12.wav,sadness,normal
speech/actor_12/03-01-03-01-02-01-12.wav,happiness,normal
speech/actor_12/03-01-02-02-02-01-12.wav,calm,strong
speech/actor_12/03-01-06-02-02-02-12.wav,fear,strong
speech/actor_12/03-01-02-01-02-02-12.wav,calm,normal
speech/actor_12/03-01-04-02-01-01-12.wav,sadness,strong
speech/actor_12/03-01-03-02-01-02-12.wav,happiness,strong
speech/actor_12/03-01-03-01-01-02-12.wav,happiness,normal
speech/actor_12/03-01-02-01-01-01-12.wav,calm,normal
speech/actor_12/03-01-07-02-01-02-12.wav,disgust,strong
speech/actor_12/03-01-08-02-01-02-12.wav,surprise,strong
speech/actor_12/03-01-06-02-02-01-12.wav,fear,strong
speech/actor_12/03-01-05-01-02-02-12.wav,anger,normal
speech/actor_12/03-01-01-01-02-01-12.wav,neutral,normal
speech/actor_12/03-01-03-01-02-02-12.wav,happiness,normal
speech/actor_12/03-01-06-02-01-02-12.wav,fear,strong
speech/actor_12/03-01-07-02-01-01-12.wav,disgust,strong
speech/actor_12/03-01-07-01-02-02-12.wav,disgust,normal
speech/actor_12/03-01-02-01-01-02-12.wav,calm,normal
speech/actor_12/03-01-08-01-02-02-12.wav,surprise,normal
speech/actor_12/03-01-04-02-02-02-12.wav,sadness,strong
speech/actor_12/03-01-06-01-02-01-12.wav,fear,normal
speech/actor_12/03-01-03-01-01-01-12.wav,happiness,normal
speech/actor_12/03-01-07-01-01-01-12.wav,disgust,normal
speech/actor_12/03-01-01-01-01-02-12.wav,neutral,normal
speech/actor_12/03-01-05-02-01-02-12.wav,anger,strong
speech/actor_12/03-01-04-01-01-01-12.wav,sadness,normal
speech/actor_12/03-01-04-02-01-02-12.wav,sadness,strong
speech/actor_12/03-01-06-02-01-01-12.wav,fear,strong
speech/actor_12/03-01-02-02-01-01-12.wav,calm,strong
speech/actor_12/03-01-05-02-02-02-12.wav,anger,strong
speech/actor_12/03-01-02-01-02-01-12.wav,calm,normal
speech/actor_12/03-01-08-01-02-01-12.wav,surprise,normal
speech/actor_12/03-01-05-01-02-01-12.wav,anger,normal
speech/actor_12/03-01-07-02-02-02-12.wav,disgust,strong
speech/actor_12/03-01-07-01-02-01-12.wav,disgust,normal
speech/actor_12/03-01-07-02-02-01-12.wav,disgust,strong
speech/actor_12/03-01-06-01-01-01-12.wav,fear,normal
speech/actor_12/03-01-04-01-02-01-12.wav,sadness,normal
speech/actor_12/03-01-01-01-02-02-12.wav,neutral,normal
speech/actor_12/03-01-02-02-02-02-12.wav,calm,strong
speech/actor_12/03-01-05-02-02-01-12.wav,anger,strong
speech/actor_12/03-01-05-01-01-01-12.wav,anger,normal
speech/actor_02/03-01-07-02-02-02-02.wav,disgust,strong
speech/actor_02/03-01-08-02-02-01-02.wav,surprise,strong
speech/actor_02/03-01-06-02-02-01-02.wav,fear,strong
speech/actor_02/03-01-05-01-01-01-02.wav,anger,normal
speech/actor_02/03-01-06-01-01-01-02.wav,fear,normal
speech/actor_02/03-01-05-01-02-02-02.wav,anger,normal
speech/actor_02/03-01-07-02-01-01-02.wav,disgust,strong
speech/actor_02/03-01-06-01-02-02-02.wav,fear,normal
speech/actor_02/03-01-07-01-02-01-02.wav,disgust,normal
speech/actor_02/03-01-06-01-01-02-02.wav,fear,normal
speech/actor_02/03-01-04-02-01-01-02.wav,sadness,strong
speech/actor_02/03-01-05-01-01-02-02.wav,anger,normal
speech/actor_02/03-01-06-02-01-02-02.wav,fear,strong
speech/actor_02/03-01-07-02-02-01-02.wav,disgust,strong
speech/actor_02/03-01-03-02-01-02-02.wav,happiness,strong
speech/actor_02/03-01-08-02-01-02-02.wav,surprise,strong
speech/actor_02/03-01-02-01-01-02-02.wav,calm,normal
speech/actor_02/03-01-08-02-01-01-02.wav,surprise,strong
speech/actor_02/03-01-08-01-01-01-02.wav,surprise,normal
speech/actor_02/03-01-04-01-02-01-02.wav,sadness,normal
speech/actor_02/03-01-04-01-01-02-02.wav,sadness,normal
speech/actor_02/03-01-05-02-02-01-02.wav,anger,strong
speech/actor_02/03-01-06-01-02-01-02.wav,fear,normal
speech/actor_02/03-01-03-01-01-02-02.wav,happiness,normal
speech/actor_02/03-01-07-02-01-02-02.wav,disgust,strong
speech/actor_02/03-01-03-02-02-02-02.wav,happiness,strong
speech/actor_02/03-01-05-02-01-02-02.wav,anger,strong
speech/actor_02/03-01-08-01-02-02-02.wav,surprise,normal
speech/actor_02/03-01-02-01-02-02-02.wav,calm,normal
speech/actor_02/03-01-03-01-02-01-02.wav,happiness,normal
speech/actor_02/03-01-03-02-02-01-02.wav,happiness,strong
speech/actor_02/03-01-07-01-01-02-02.wav,disgust,normal
speech/actor_02/03-01-05-02-01-01-02.wav,anger,strong
speech/actor_02/03-01-07-01-01-01-02.wav,disgust,normal
speech/actor_02/03-01-01-01-02-01-02.wav,neutral,normal
speech/actor_02/03-01-02-01-01-01-02.wav,calm,normal
speech/actor_02/03-01-02-02-02-01-02.wav,calm,strong
speech/actor_02/03-01-03-01-02-02-02.wav,happiness,normal
speech/actor_02/03-01-04-01-01-01-02.wav,sadness,normal
speech/actor_02/03-01-05-02-02-02-02.wav,anger,strong
speech/actor_02/03-01-01-01-02-02-02.wav,neutral,normal
speech/actor_02/03-01-08-01-02-01-02.wav,surprise,normal
speech/actor_02/03-01-02-02-01-01-02.wav,calm,strong
speech/actor_02/03-01-03-01-01-01-02.wav,happiness,normal
