file,anger,disgust,fear,happiness,neutral,sadness,surprise
audio/1614602465151.wav,3,2,0,0,0,0,0
audio/1614847719896.wav,2,0,0,1,2,0,0
audio/1613327315064.wav,5,0,0,0,0,0,0
audio/1613930538742.wav,1,0,0,1,2,0,1
audio/1613830925948.wav,2,0,0,1,2,0,0
audio/1613467038373.wav,4,0,0,0,1,0,0
audio/1613832211913.wav,5,0,0,0,0,0,0
audio/1614175452898.wav,2,1,0,0,2,0,0
audio/1613823486015.wav,4,0,0,0,0,0,1
audio/1613425516899.wav,3,0,0,1,1,0,0
audio/1614627082718.wav,5,0,0,0,0,0,0
audio/1614448647483.wav,4,0,0,0,1,0,0
audio/1613663543447.wav,5,0,0,0,0,0,0
audio/1614514045264.wav,5,0,0,0,0,0,0
audio/1616256184771.wav,1,0,1,0,2,1,0
audio/1615736491357.wav,5,0,0,0,0,0,0
audio/1614174732099.wav,4,0,0,0,0,0,1
audio/1614146924717.wav,4,0,0,0,0,0,1
audio/1614112391456.wav,4,0,0,0,0,1,0
audio/1614549984171.wav,2,0,0,2,0,0,1
audio/1613918409604.wav,1,0,2,1,0,0,1
audio/1614271640670.wav,3,0,0,2,0,0,0
audio/1613412850100.wav,2,2,0,0,1,0,0
audio/1614348472872.wav,0,2,0,2,1,0,0
audio/1613645796693.wav,0,1,1,1,0,2,0
audio/1614548666465.wav,0,2,1,0,2,0,0
audio/1614147348473.wav,2,2,0,0,1,0,0
audio/1614273932920.wav,1,2,0,0,0,1,1
audio/1617786199700.wav,0,2,0,0,3,0,0
audio/1615920853701.wav,0,1,0,0,2,2,0
audio/1614601457908.wav,0,5,0,0,0,0,0
audio/1616252994688.wav,0,3,0,0,1,1,0
audio/1613493356029.wav,0,4,0,0,0,1,0
audio/1613577031482.wav,0,4,0,0,0,0,1
audio/1613675225408.wav,0,2,0,1,0,2,0
audio/1614175259004.wav,0,4,0,1,0,0,0
audio/1613326897277.wav,0,2,0,0,0,3,0
audio/1613492636085.wav,0,2,1,1,0,0,1
audio/1614626467104.wav,0,4,0,0,0,1,0
audio/1614166927440.wav,0,4,0,0,1,0,0
audio/1613310820791.wav,0,3,0,0,0,0,2
audio/1613657979393.wav,0,1,0,1,0,0,3
audio/1613478430683.wav,1,3,0,0,0,1,0
audio/1614798960346.wav,0,1,0,1,0,3,0
audio/1614602361363.wav,2,3,0,0,0,0,0
audio/1614175446722.wav,0,5,0,0,0,0,0
audio/1613061863913.wav,0,3,0,0,0,2,0
audio/1614715510322.wav,0,3,0,0,1,0,1
audio/1616147688784.wav,0,2,0,2,1,0,0
audio/1614626406707.wav,0,3,0,0,1,1,0
audio/1613323237629.wav,0,1,0,1,2,1,0
audio/1614175075213.wav,0,4,1,0,0,0,0
audio/1614626087901.wav,0,3,1,0,0,1,0
audio/1614279041663.wav,1,3,0,0,0,1,0
audio/1616866858065.wav,0,3,0,1,1,0,0
audio/1614550222112.wav,0,5,0,0,0,0,0
audio/1613406012537.wav,4,1,0,0,0,0,0
audio/1615736448876.wav,0,3,0,0,1,0,1
audio/1614274211470.wav,0,2,1,1,0,0,1
audio/1616243928910.wav,0,1,0,0,2,2,0
audio/1614082548826.wav,0,4,0,0,1,0,0
audio/1616505537446.wav,0,2,2,0,1,0,0
audio/1613478602713.wav,1,3,0,0,0,0,1
audio/1616261040050.wav,0,4,0,0,1,0,0
audio/1614348619746.wav,0,5,0,0,0,0,0
audio/1613823961615.wav,1,4,0,0,0,0,0
audio/1613223447378.wav,0,2,1,0,2,0,0
audio/1613919190477.wav,0,1,1,0,2,1,0
audio/1612888008005.wav,1,1,0,1,1,0,1
audio/1614147108445.wav,0,3,0,0,0,1,1
audio/1614146822258.wav,0,2,0,0,2,0,1
audio/1613657998520.wav,0,4,0,1,0,0,0
audio/1614273957751.wav,1,3,1,0,0,0,0
audio/1613316473231.wav,2,2,0,0,0,1,0
audio/1614764939134.wav,0,2,0,0,2,1,0
audio/1613328221490.wav,0,5,0,0,0,0,0
audio/1613327233450.wav,0,3,0,0,0,2,0
audio/1613329048158.wav,2,1,1,0,0,1,0
audio/1613463035527.wav,2,3,0,0,0,0,0
audio/1613377751185.wav,0,3,0,1,0,0,1
audio/1613485512399.wav,0,1,0,0,1,0,3
audio/1616243955464.wav,0,1,0,2,1,0,1
audio/1620377116832.wav,2,1,0,0,2,0,0
audio/1614200158756.wav,0,1,0,0,1,3,0
audio/1613466858885.wav,0,3,0,0,1,0,1
audio/1613478611407.wav,0,5,0,0,0,0,0
audio/1613830886650.wav,0,2,0,0,2,1,0
audio/1613824141934.wav,0,3,0,1,0,1,0
audio/1613823293543.wav,0,4,1,0,0,0,0
audio/1613466964624.wav,0,3,0,0,2,0,0
audio/1614699827044.wav,4,1,0,0,0,0,0
audio/1613493195107.wav,0,3,0,0,1,0,1
audio/1613119360409.wav,1,2,0,0,0,1,1
audio/1614287939046.wav,1,2,0,0,0,0,2
audio/1613321545679.wav,0,3,0,1,1,0,0
audio/1614802362184.wav,0,3,0,0,1,1,0
audio/1614802385287.wav,0,3,0,0,1,1,0
audio/1614273968810.wav,0,2,2,1,0,0,0
audio/1614274872589.wav,0,3,0,0,1,1,0
audio/1616251639250.wav,1,3,0,0,0,1,0
audio/1613645711451.wav,0,1,1,1,0,2,0
audio/1613323285984.wav,0,1,0,0,2,1,1
audio/1615228639326.wav,0,3,0,0,1,1,0
audio/1613339079341.wav,0,4,0,0,0,1,0
audio/1613824187830.wav,0,3,0,0,0,2,0
audio/1613338785346.wav,0,1,0,0,2,2,0
audio/1613466677470.wav,0,3,1,0,1,0,0
audio/1616670011861.wav,0,4,0,0,0,1,0
audio/1613338711016.wav,0,5,0,0,0,0,0
audio/1613823537766.wav,0,4,0,0,0,1,0
audio/1620665565687.wav,1,2,0,0,1,1,0
audio/1613493577756.wav,0,3,0,0,0,2,0
audio/1614626321821.wav,0,2,1,0,0,2,0
audio/1615227245033.wav,1,2,0,1,1,0,0
audio/1613493109918.wav,0,3,2,0,0,0,0
audio/1614242078725.wav,0,3,0,0,0,2,0
audio/1613077432758.wav,1,1,0,0,3,0,0
audio/1614251438275.wav,1,2,0,1,1,0,0
audio/1614029359954.wav,0,2,0,1,0,2,0
audio/1614784230745.wav,0,1,3,0,0,1,0
audio/1614601492718.wav,0,4,1,0,0,0,0
audio/1615371696939.wav,0,1,2,0,0,2,0
audio/1613305574222.wav,0,3,1,0,0,1,0
audio/1614112379336.wav,0,2,0,0,0,2,1
audio/1613466990180.wav,0,2,0,0,1,2,0
audio/1615737789644.wav,0,4,0,0,0,1,0
audio/1613302959059.wav,2,3,0,0,0,0,0
audio/1614349584856.wav,0,1,0,2,1,0,1
audio/1614191100606.wav,0,2,0,3,0,0,0
audio/1613478085121.wav,0,5,0,0,0,0,0
audio/1613492753240.wav,0,3,1,0,0,1,0
audio/1615296197944.wav,0,4,0,0,1,0,0
audio/1615738868710.wav,0,2,0,0,0,2,1
audio/1615739048405.wav,0,3,0,0,2,0,0
audio/1615738885064.wav,0,2,0,0,0,3,0
audio/1614241737335.wav,0,1,0,0,0,4,0
audio/1616505488256.wav,0,4,0,1,0,0,0
audio/1616882747058.wav,0,1,0,0,2,2,0
audio/1615738103669.wav,0,5,0,0,0,0,0
audio/1616348748388.wav,0,4,0,0,1,0,0
audio/1613405767088.wav,2,1,0,0,2,0,0
audio/1616495389501.wav,0,1,0,0,1,3,0
audio/1614174659818.wav,0,1,1,0,0,3,0
audio/1614030419071.wav,0,5,0,0,0,0,0
audio/1613067725214.wav,0,1,0,0,1,3,0
audio/1613404567869.wav,2,1,0,0,1,0,1
audio/1615227505400.wav,1,3,0,1,0,0,0
audio/1615738464829.wav,0,1,0,0,2,1,1
audio/1614175190373.wav,0,4,0,0,0,1,0
audio/1613466434535.wav,1,2,0,1,1,0,0
audio/1614448681282.wav,0,4,1,0,0,0,0
audio/1616245671975.wav,0,2,0,0,2,0,1
audio/1613067735784.wav,0,3,0,1,0,0,1
audio/1613406140508.wav,1,3,0,0,1,0,0
audio/1613824125121.wav,0,2,0,1,0,1,1
audio/1613831478354.wav,0,1,0,0,0,4,0
audio/1614409895405.wav,1,3,0,0,0,1,0
audio/1614240479896.wav,0,2,0,0,0,3,0
audio/1613339037371.wav,0,3,1,0,0,1,0
audio/1613223185018.wav,3,1,0,0,0,1,0
audio/1613478116031.wav,0,5,0,0,0,0,0
audio/1614277864630.wav,0,1,2,0,2,0,0
audio/1613305497616.wav,2,2,0,0,0,0,1
audio/1613466547597.wav,0,5,0,0,0,0,0
audio/1613477907258.wav,0,3,0,0,0,2,0
audio/1614529631288.wav,0,4,0,0,0,1,0
audio/1613830531872.wav,1,4,0,0,0,0,0
audio/1616256702567.wav,1,2,0,0,0,1,1
audio/1613215955030.wav,0,1,0,1,1,2,0
audio/1613485401572.wav,0,1,0,0,0,3,1
audio/1613406298520.wav,0,2,0,0,0,0,3
audio/1614162240914.wav,3,2,0,0,0,0,0
audio/1613065084109.wav,1,2,0,0,2,0,0
audio/1614767845641.wav,0,1,0,0,1,3,0
audio/1613323262085.wav,0,1,0,0,2,2,0
audio/1614802473378.wav,0,1,1,0,0,3,0
audio/1613930520500.wav,0,2,2,0,1,0,0
audio/1614254304876.wav,0,3,0,0,1,1,0
audio/1615738177403.wav,0,5,0,0,0,0,0
audio/1614547228443.wav,0,3,0,0,0,0,2
audio/1614409712405.wav,0,3,0,0,1,1,0
audio/1614086336622.wav,1,4,0,0,0,0,0
audio/1614534171540.wav,0,4,0,0,1,0,0
audio/1614174271239.wav,0,4,0,0,0,1,0
audio/1614122469066.wav,1,1,0,0,0,3,0
audio/1613319728916.wav,0,4,0,0,0,0,1
audio/1613477655200.wav,0,3,0,0,1,0,1
audio/1615891186204.wav,0,2,0,0,0,3,0
audio/1613466806044.wav,0,2,0,0,2,1,0
audio/1614093775448.wav,1,2,0,0,0,2,0
audio/1614349630563.wav,0,3,0,0,0,2,0
audio/1614122586520.wav,0,1,0,0,2,2,0
audio/1613466618531.wav,0,5,0,0,0,0,0
audio/1615228852698.wav,1,1,0,1,2,0,0
audio/1614958663379.wav,0,1,0,0,0,0,4
audio/1614091083735.wav,0,2,0,0,0,3,0
audio/1613338662251.wav,0,1,0,0,0,4,0
audio/1616245202118.wav,0,2,0,0,2,1,0
audio/1613823200822.wav,0,5,0,0,0,0,0
audio/1614601471329.wav,0,3,0,2,0,0,0
audio/1614254340545.wav,2,3,0,0,0,0,0
audio/1614246909550.wav,0,5,0,0,0,0,0
audio/1613567764375.wav,0,2,0,1,0,0,2
audio/1615228774780.wav,1,3,0,0,0,1,0
audio/1614030736257.wav,0,2,2,0,0,0,1
audio/1614409799452.wav,0,1,3,0,1,0,0
audio/1613323228762.wav,0,1,1,0,3,0,0
audio/1614847617888.wav,2,3,0,0,0,0,0
audio/1616244059399.wav,0,1,0,0,1,0,3
audio/1613326612367.wav,0,1,0,0,0,4,0
audio/1613832296540.wav,0,1,0,0,3,0,1
audio/1615500504108.wav,2,3,0,0,0,0,0
audio/1615228695912.wav,0,3,0,0,2,0,0
audio/1614799125698.wav,0,3,1,0,0,1,0
audio/1614799031552.wav,0,3,0,0,0,2,0
audio/1613832018140.wav,0,2,0,0,0,3,0
audio/1614175425490.wav,1,3,0,0,1,0,0
audio/1613678523477.wav,0,1,0,0,2,2,0
audio/1614764909632.wav,0,1,0,0,3,1,0
audio/1616270540702.wav,1,1,0,0,3,0,0
audio/1614348847077.wav,0,2,0,0,3,0,0
audio/1614764792641.wav,0,5,0,0,0,0,0
audio/1613377820560.wav,0,2,0,0,3,0,0
audio/1614420920508.wav,0,1,0,0,3,1,0
audio/1615378753549.wav,0,1,0,0,3,1,0
audio/1614115060092.wav,1,2,1,0,0,0,1
audio/1613645522323.wav,0,1,0,0,1,3,0
audio/1613222553654.wav,0,5,0,0,0,0,0
audio/1614029449165.wav,0,2,0,0,0,3,0
audio/1613223333848.wav,0,3,0,0,1,1,0
audio/1613816804056.wav,0,1,0,0,1,0,3
audio/1614548648288.wav,0,3,0,0,1,1,0
audio/1613831538864.wav,0,2,0,0,2,0,1
audio/1614368087533.wav,1,3,0,0,1,0,0
audio/1616244114207.wav,0,1,0,0,0,3,1
audio/1614086475034.wav,0,4,0,0,1,0,0
audio/1613339132896.wav,0,4,0,0,0,0,1
audio/1614409868172.wav,1,2,0,0,1,1,0
audio/1613377890089.wav,0,1,0,0,4,0,0
audio/1613930689091.wav,0,3,1,1,0,0,0
audio/1616149849701.wav,0,3,1,0,0,1,0
audio/1613657627255.wav,0,3,0,2,0,0,0
audio/1614802392596.wav,0,4,0,0,1,0,0
audio/1614011231358.wav,0,2,0,0,0,0,3
audio/1615138604753.wav,0,4,0,0,0,0,1
audio/1614798880115.wav,0,3,0,1,0,1,0
audio/1613418268803.wav,2,1,0,0,0,2,0
audio/1613119714150.wav,0,2,0,1,1,0,1
audio/1613830449491.wav,3,2,0,0,0,0,0
audio/1614073154499.wav,0,1,3,0,0,1,0
audio/1613326649727.wav,0,1,0,0,0,4,0
audio/1613305486936.wav,1,2,0,0,1,1,0
audio/1615920830140.wav,3,1,0,0,0,1,0
audio/1613684319398.wav,0,2,1,0,1,1,0
audio/1614097334251.wav,0,2,0,0,2,1,0
audio/1614174683475.wav,1,1,0,0,0,3,0
audio/1614802438549.wav,0,1,0,0,0,4,0
audio/1615415479703.wav,0,1,0,2,0,0,2
audio/1613338922336.wav,0,4,0,0,0,1,0
audio/1614147027099.wav,0,4,0,0,0,1,0
audio/1614200364338.wav,0,1,0,0,0,4,0
audio/1614278409565.wav,0,2,0,0,1,2,0
audio/1614114737993.wav,2,3,0,0,0,0,0
audio/1613823370885.wav,0,2,1,0,2,0,0
audio/1614029985800.wav,0,1,0,0,0,3,1
audio/1613378576051.wav,0,1,0,0,1,3,0
audio/1613302939922.wav,2,3,0,0,0,0,0
audio/1614409258916.wav,0,3,1,0,1,0,0
audio/1614335433095.wav,0,4,0,0,0,0,1
audio/1616505630061.wav,0,4,0,0,1,0,0
audio/1613478852515.wav,1,4,0,0,0,0,0
audio/1615110583646.wav,3,2,0,0,0,0,0
audio/1613223361037.wav,0,5,0,0,0,0,0
audio/1615736602656.wav,0,3,0,0,0,2,0
audio/1614550040948.wav,0,2,0,2,1,0,0
audio/1613064023534.wav,2,1,1,0,0,0,1
audio/1616010888480.wav,0,3,0,1,1,0,0
audio/1613063314598.wav,2,3,0,0,0,0,0
audio/1614274670223.wav,0,4,0,0,1,0,0
audio/1614030231302.wav,0,1,3,0,0,0,1
audio/1614240499326.wav,2,2,0,0,0,1,0
audio/1616246148878.wav,0,1,1,0,0,3,0
audio/1613466844442.wav,0,5,0,0,0,0,0
audio/1613493161885.wav,0,2,0,0,0,0,3
audio/1620376549312.wav,0,3,0,0,0,1,1
audio/1615228628426.wav,3,1,0,0,1,0,0
audio/1613326291349.wav,0,5,0,0,0,0,0
audio/1613327064437.wav,1,2,0,0,0,2,0
audio/1613656612514.wav,4,1,0,0,0,0,0
audio/1613478925159.wav,0,4,0,0,0,0,1
audio/1614409184294.wav,0,1,2,0,1,0,1
audio/1616249914271.wav,0,5,0,0,0,0,0
audio/1615738067965.wav,0,1,3,0,1,0,0
audio/1614108012461.wav,0,3,0,1,1,0,0
audio/1614340683394.wav,1,3,0,0,1,0,0
audio/1613653271655.wav,1,1,1,0,1,1,0
audio/1614958574886.wav,0,4,0,1,0,0,0
audio/1616253117148.wav,0,2,0,0,0,2,1
audio/1616244179856.wav,1,2,0,0,1,1,0
audio/1613064897549.wav,0,2,0,0,2,1,0
audio/1614348992130.wav,0,2,1,0,0,2,0
audio/1613657684852.wav,1,2,0,1,0,0,1
audio/1614087498050.wav,0,5,0,0,0,0,0
audio/1613658113040.wav,0,2,0,0,2,0,1
audio/1620377104337.wav,2,1,0,0,1,1,0
audio/1613861020006.wav,0,2,0,1,0,0,2
audio/1613063254585.wav,0,2,0,1,0,2,0
audio/1613223094603.wav,1,1,0,1,0,2,0
audio/1613472561134.wav,0,5,0,0,0,0,0
audio/1613493061445.wav,0,3,1,0,0,0,1
audio/1614348582693.wav,0,1,1,2,0,0,1
audio/1614190682613.wav,0,3,0,2,0,0,0
audio/1614335404622.wav,0,2,0,1,0,1,1
audio/1614073026556.wav,0,1,1,0,0,3,0
audio/1614274022056.wav,1,2,0,0,2,0,0
audio/1613477756656.wav,1,2,0,1,0,1,0
audio/1614013784041.wav,0,1,0,0,0,3,1
audio/1613299745685.wav,0,1,0,0,0,0,4
audio/1613326758098.wav,0,5,0,0,0,0,0
audio/1615929428581.wav,1,2,0,0,0,2,0
audio/1613762993704.wav,0,3,0,0,1,1,0
audio/1613467113044.wav,0,1,0,0,2,1,1
audio/1614368052438.wav,2,3,0,0,0,0,0
audio/1613830820467.wav,0,1,0,0,1,3,0
audio/1614349608967.wav,0,4,0,0,0,1,0
audio/1619253397132.wav,0,4,0,0,0,1,0
audio/1613401597267.wav,0,4,0,0,0,1,0
audio/1614847574450.wav,4,1,0,0,0,0,0
audio/1614409678097.wav,0,4,0,0,0,0,1
audio/1614087516100.wav,0,1,0,1,3,0,0
audio/1613918858545.wav,0,3,0,0,0,0,2
audio/1616250036973.wav,0,1,0,0,3,1,0
audio/1613478316594.wav,2,3,0,0,0,0,0
audio/1614088050883.wav,0,2,0,1,0,1,1
audio/1613325934743.wav,0,3,1,0,1,0,0
audio/1613067811783.wav,0,4,0,0,0,1,0
audio/1614274584834.wav,0,3,0,0,0,1,1
audio/1614576427996.wav,0,4,0,0,1,0,0
audio/1616075298262.wav,0,1,0,0,0,4,0
audio/1613326300051.wav,0,2,1,0,0,2,0
audio/1614601663162.wav,0,4,1,0,0,0,0
audio/1613492076708.wav,0,2,0,0,0,3,0
audio/1614112228355.wav,1,4,0,0,0,0,0
audio/1614802453555.wav,0,4,0,0,0,0,1
audio/1615228496977.wav,2,1,0,1,0,0,1
audio/1614273917122.wav,1,3,0,0,0,0,1
audio/1613491934388.wav,0,5,0,0,0,0,0
audio/1613466820315.wav,0,3,0,0,0,2,0
audio/1613406228783.wav,3,2,0,0,0,0,0
audio/1613823825860.wav,0,4,0,1,0,0,0
audio/1614279280416.wav,1,1,0,0,1,2,0
audio/1613930493951.wav,0,4,0,0,0,0,1
audio/1616248698716.wav,0,1,1,0,3,0,0
audio/1614184309954.wav,0,3,0,0,0,0,2
audio/1613378040668.wav,0,2,0,1,1,1,0
audio/1613329040554.wav,0,3,0,0,2,0,0
audio/1614847263646.wav,0,5,0,0,0,0,0
audio/1615228298124.wav,1,4,0,0,0,0,0
audio/1613326537118.wav,1,2,0,0,0,2,0
audio/1613326730264.wav,0,2,0,0,1,2,0
audio/1613460919718.wav,0,2,0,0,0,3,0
audio/1620665718015.wav,1,1,0,0,3,0,0
audio/1613816626799.wav,0,5,0,0,0,0,0
audio/1613328910828.wav,0,2,0,0,3,0,0
audio/1613831831082.wav,0,3,0,0,0,2,0
audio/1615371709658.wav,1,3,0,0,1,0,0
audio/1614513994651.wav,1,3,0,0,0,0,1
audio/1613329183185.wav,1,2,0,0,0,2,0
audio/1614275129316.wav,0,3,0,0,0,1,1
audio/1620376561505.wav,0,2,0,1,1,1,0
audio/1615737710904.wav,0,3,1,0,1,0,0
audio/1613405881728.wav,2,1,0,0,0,2,0
audio/1616866994997.wav,0,1,1,0,0,3,0
audio/1613377983549.wav,0,1,0,0,3,0,1
audio/1613823282449.wav,0,3,0,2,0,0,0
audio/1613645532969.wav,0,3,0,0,1,0,1
audio/1614880316946.wav,0,3,0,0,2,0,0
audio/1614117014760.wav,0,5,0,0,0,0,0
audio/1613406129128.wav,0,2,0,0,3,0,0
audio/1613495812765.wav,0,1,0,0,0,0,4
audio/1613377831339.wav,1,2,1,0,1,0,0
audio/1614254198101.wav,0,3,0,0,2,0,0
audio/1614278013306.wav,0,5,0,0,0,0,0
audio/1615555137957.wav,0,4,0,0,1,0,0
audio/1613321518242.wav,0,4,0,0,0,0,1
audio/1616253086537.wav,0,4,0,0,1,0,0
audio/1613684402130.wav,1,3,0,0,0,0,1
audio/1613831866443.wav,0,1,0,0,2,2,0
audio/1614030153723.wav,0,1,1,1,0,1,1
audio/1613463003952.wav,0,2,0,1,0,1,1
audio/1615920807335.wav,1,1,0,0,2,1,0
audio/1613495793403.wav,0,3,0,0,0,1,1
audio/1614509729016.wav,1,4,0,0,0,0,0
audio/1613061895213.wav,0,2,0,1,0,2,0
audio/1613554158076.wav,0,5,0,0,0,0,0
audio/1613119971801.wav,0,3,0,1,0,0,1
audio/1614072952356.wav,0,2,2,0,0,1,0
audio/1614278558046.wav,1,3,0,0,1,0,0
audio/1614799072982.wav,0,4,0,0,1,0,0
audio/1614249493338.wav,0,3,0,0,0,2,0
audio/1614625151077.wav,0,3,0,0,1,1,0
audio/1614278804131.wav,0,2,0,1,1,1,0
audio/1614200219914.wav,0,2,0,0,0,3,0
audio/1614764767927.wav,3,1,0,0,1,0,0
audio/1613477952087.wav,1,4,0,0,0,0,0
audio/1613772124524.wav,2,1,0,0,1,1,0
audio/1614115192776.wav,0,3,0,2,0,0,0
audio/1616670023029.wav,0,2,1,0,0,2,0
audio/1616245678369.wav,0,2,0,0,1,1,1
audio/1613478638462.wav,0,4,0,0,0,1,0
audio/1613377621344.wav,0,1,0,0,0,0,4
audio/1614279339194.wav,4,1,0,0,0,0,0
audio/1615555166790.wav,0,5,0,0,0,0,0
audio/1613492802749.wav,3,2,0,0,0,0,0
audio/1613641498471.wav,0,3,1,0,0,1,0
audio/1613323223766.wav,0,2,2,0,0,1,0
audio/1616755238996.wav,0,5,0,0,0,0,0
audio/1613378738051.wav,0,1,1,0,1,0,2
audio/1613478540789.wav,0,3,0,0,0,1,1
audio/1616245397695.wav,0,4,0,0,0,0,1
audio/1613062618746.wav,0,1,2,0,1,1,0
audio/1613327105113.wav,0,4,0,0,0,1,0
audio/1613323665243.wav,0,1,0,0,1,3,0
audio/1613554112418.wav,0,3,0,0,0,2,0
audio/1613326586040.wav,0,2,0,0,0,3,0
audio/1613323191931.wav,0,4,0,0,1,0,0
audio/1615371900403.wav,2,3,0,0,0,0,0
audio/1614095979014.wav,1,3,0,0,1,0,0
audio/1613657848682.wav,0,2,0,1,1,1,0
audio/1614550000214.wav,0,2,0,0,1,0,2
audio/1613216093177.wav,0,1,1,2,0,0,1
audio/1614153043024.wav,0,1,1,0,0,3,0
audio/1613463111815.wav,0,3,0,0,1,0,1
audio/1614162267332.wav,0,2,0,0,0,3,0
audio/1613554139948.wav,1,3,0,0,1,0,0
audio/1613326889403.wav,0,5,0,0,0,0,0
audio/1616251747087.wav,0,1,0,0,2,2,0
audio/1615228336012.wav,0,3,1,1,0,0,0
audio/1613378716869.wav,0,1,1,0,1,1,1
audio/1613466562813.wav,0,3,0,0,1,0,1
audio/1613832255042.wav,0,2,0,0,2,1,0
audio/1613340260995.wav,0,4,0,0,0,1,0
audio/1613074044810.wav,0,2,0,0,0,0,3
audio/1615920785640.wav,0,2,0,1,1,0,1
audio/1613554184454.wav,0,4,0,0,1,0,0
audio/1614678787605.wav,0,1,0,0,1,3,0
audio/1613418257469.wav,0,2,0,2,0,0,1
audio/1613305526346.wav,0,1,0,0,4,0,0
audio/1616245698603.wav,0,4,0,0,1,0,0
audio/1614278060185.wav,0,1,0,0,1,0,3
audio/1613825581712.wav,1,3,0,0,1,0,0
audio/1616253017973.wav,0,2,0,2,0,0,1
audio/1613063303861.wav,0,3,0,0,2,0,0
audio/1613472807462.wav,2,2,0,0,1,0,0
audio/1613339170279.wav,0,1,0,0,0,4,0
audio/1613685026793.wav,0,2,0,1,2,0,0
audio/1613646240734.wav,0,1,0,0,0,4,0
audio/1615555204021.wav,0,5,0,0,0,0,0
audio/1615738305563.wav,0,5,0,0,0,0,0
audio/1614097638471.wav,0,1,0,0,2,2,0
audio/1613861004630.wav,1,3,0,0,0,0,1
audio/1616244027393.wav,0,1,0,0,2,2,0
audio/1614626230368.wav,3,1,0,0,1,0,0
audio/1614275242841.wav,1,3,1,0,0,0,0
audio/1616505692927.wav,0,5,0,0,0,0,0
audio/1614358670402.wav,0,4,0,0,1,0,0
audio/1614254250638.wav,0,4,0,0,1,0,0
audio/1616011001305.wav,0,1,0,0,0,2,2
audio/1614266206125.wav,0,1,1,0,1,2,0
audio/1613062635599.wav,0,1,2,0,0,2,0
audio/1613467132452.wav,0,2,0,0,2,1,0
audio/1613493785121.wav,0,3,0,0,1,1,0
audio/1613493002623.wav,1,1,0,0,0,3,0
audio/1613493068641.wav,0,1,3,0,0,1,0
audio/1613319744855.wav,0,2,0,0,1,2,0
audio/1613492865249.wav,0,2,3,0,0,0,0
audio/1613418324432.wav,1,2,0,2,0,0,0
audio/1615227984098.wav,1,2,0,1,1,0,0
audio/1613215766692.wav,0,2,1,0,0,1,1
audio/1614029020999.wav,0,4,0,0,0,1,0
audio/1614091217694.wav,0,1,0,1,0,0,3
audio/1614601856035.wav,0,3,1,0,0,1,0
audio/1616074738407.wav,0,3,0,0,0,2,0
audio/1616700837001.wav,0,1,0,0,1,3,0
audio/1616245637648.wav,1,2,0,0,1,0,1
audio/1613378721368.wav,0,1,0,0,1,2,1
audio/1614202085175.wav,0,5,0,0,0,0,0
audio/1614029413713.wav,0,2,0,0,1,2,0
audio/1614358804094.wav,0,2,0,0,1,2,0
audio/1616253110506.wav,1,2,0,1,1,0,0
audio/1615758056598.wav,0,1,1,0,0,0,3
audio/1616505503781.wav,0,3,1,0,1,0,0
audio/1614175544504.wav,0,3,0,0,0,0,2
audio/1613646293336.wav,1,2,0,0,0,2,0
audio/1613338705951.wav,0,4,1,0,0,0,0
audio/1614166550392.wav,0,2,0,0,1,2,0
audio/1616348703479.wav,0,5,0,0,0,0,0
audio/1613477834847.wav,0,3,0,1,1,0,0
audio/1613323216602.wav,0,3,1,0,0,1,0
audio/1614278848887.wav,2,2,0,0,0,1,0
audio/1614627207200.wav,0,3,0,1,1,0,0
audio/1614420054756.wav,1,3,0,0,0,1,0
audio/1615738412455.wav,0,3,0,0,0,0,2
audio/1614278897428.wav,0,1,0,0,0,4,0
audio/1615227185299.wav,0,1,0,4,0,0,0
audio/1614601676089.wav,0,4,0,0,1,0,0
audio/1614241757694.wav,0,1,0,0,0,4,0
audio/1613215974763.wav,0,4,0,0,0,1,0
audio/1616245813663.wav,1,1,0,0,1,1,1
audio/1614175674387.wav,0,5,0,0,0,0,0
audio/1613338675301.wav,0,5,0,0,0,0,0
audio/1614115231674.wav,1,3,0,0,1,0,0
audio/1613472949738.wav,1,1,0,0,0,3,0
audio/1614152986632.wav,0,3,0,0,0,2,0
audio/1613656703271.wav,4,1,0,0,0,0,0
audio/1614017895816.wav,0,1,0,0,0,4,0
audio/1614358766329.wav,0,4,0,0,1,0,0
audio/1613491921838.wav,0,3,0,0,0,1,1
audio/1613671637320.wav,0,1,1,0,3,0,0
audio/1620376601893.wav,0,1,0,0,2,2,0
audio/1613768555822.wav,0,2,0,0,0,3,0
audio/1614072934228.wav,0,5,0,0,0,0,0
audio/1616251674823.wav,0,2,0,1,0,2,0
audio/1614190702894.wav,0,5,0,0,0,0,0
audio/1614279297006.wav,2,1,1,0,1,0,0
audio/1613338941017.wav,0,1,0,0,0,4,0
audio/1614087744230.wav,0,2,0,0,1,2,0
audio/1613478972743.wav,2,3,0,0,0,0,0
audio/1614847466036.wav,0,4,0,0,0,1,0
audio/1614030270756.wav,0,3,0,0,1,1,0
audio/1613836756974.wav,0,3,1,0,0,1,0
audio/1613466661032.wav,1,1,0,0,1,0,2
audio/1613338905314.wav,0,1,0,0,0,4,0
audio/1614278265959.wav,2,2,0,0,0,1,0
audio/1613492031022.wav,0,1,2,0,0,1,1
audio/1614147330449.wav,1,3,0,0,1,0,0
audio/1620376944093.wav,0,1,0,0,2,2,0
